,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
369,31,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,493,High,Male,Medium,Entry Level,Research Scientist,Medium,Single,2657,0,Yes,16,Excellent,Very High,0,3,5,Better,2,2,2,2
370,21,Yes,Travel_Rarely,Sales,12,Bachelors,Life Sciences,1,494,High,Female,Very High,Entry Level,Sales Representative,Medium,Single,2716,1,No,15,Excellent,Very High,0,1,0,Better,1,0,0,0
371,29,No,Travel_Rarely,Research & Development,23,Bachelors,Life Sciences,1,495,Very High,Male,High,Entry Level,Research Scientist,Very High,Single,2201,9,No,16,Excellent,Very High,0,6,4,Better,3,2,1,2
372,35,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,496,High,Male,Medium,Junior,Healthcare Representative,Medium,Single,6540,9,No,19,Excellent,High,0,10,5,Better,1,1,0,0
373,27,No,Travel_Rarely,Research & Development,1,College,Medical,1,497,Very High,Male,High,Entry Level,Laboratory Technician,Medium,Divorced,3816,1,No,11,Excellent,Medium,1,5,2,Better,5,2,0,4
374,28,No,Travel_Rarely,Sales,9,Masters,Life Sciences,1,498,Medium,Male,High,Junior,Sales Executive,Very High,Single,5253,1,No,16,Excellent,Very High,0,7,1,Better,7,5,0,7
375,49,No,Travel_Rarely,Research & Development,7,Bachelors,Other,1,499,Medium,Male,Medium,Senior,Healthcare Representative,High,Single,10965,8,No,24,Outstanding,High,0,26,2,Better,5,2,0,0
376,51,No,Travel_Rarely,Sales,14,College,Life Sciences,1,500,High,Female,High,Junior,Sales Executive,Very High,Married,4936,4,No,11,Excellent,High,1,18,2,Good,7,7,0,7
377,36,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,501,Very High,Female,High,Entry Level,Research Scientist,High,Married,2543,4,No,13,Excellent,Medium,1,6,3,Better,2,2,2,2
378,34,Yes,Non-Travel,Sales,19,Bachelors,Marketing,1,502,Low,Male,Very High,Junior,Sales Executive,Very High,Single,5304,8,Yes,13,Excellent,Medium,0,9,3,Good,5,2,0,4
379,55,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,505,High,Female,High,Manager,Manager,Very High,Single,16659,2,Yes,13,Excellent,High,0,30,2,Better,5,4,1,2
380,24,No,Travel_Rarely,Sales,10,Masters,Marketing,1,507,Very High,Female,High,Junior,Sales Executive,High,Divorced,4260,1,Yes,12,Excellent,Very High,1,5,2,Best,5,2,0,3
381,30,No,Travel_Rarely,Sales,2,Below College,Technical Degree,1,508,High,Male,High,Entry Level,Sales Representative,Medium,Married,2476,1,No,18,Excellent,Low,1,1,3,Better,1,0,0,0
382,26,Yes,Travel_Frequently,Research & Development,3,Below College,Technical Degree,1,510,High,Male,High,Entry Level,Research Scientist,Low,Single,3102,0,No,22,Outstanding,High,0,7,2,Better,6,4,0,4
383,22,No,Travel_Rarely,Research & Development,11,Bachelors,Medical,1,511,Low,Female,High,Entry Level,Research Scientist,Medium,Married,2244,1,No,13,Excellent,Very High,1,2,1,Better,2,1,1,2
384,36,No,Travel_Rarely,Sales,2,College,Medical,1,513,Medium,Male,Medium,Senior,Sales Executive,High,Married,7596,1,No,13,Excellent,Medium,2,10,2,Better,10,9,9,0
385,30,Yes,Travel_Frequently,Research & Development,4,Bachelors,Technical Degree,1,514,High,Male,High,Entry Level,Research Scientist,Very High,Single,2285,9,Yes,23,Outstanding,High,0,3,4,Better,1,0,0,0
386,37,No,Travel_Rarely,Research & Development,14,Bachelors,Life Sciences,1,515,Very High,Female,High,Entry Level,Laboratory Technician,Low,Divorced,3034,1,No,12,Excellent,High,1,18,2,Good,18,7,12,17
387,40,No,Travel_Rarely,Sales,2,College,Marketing,1,516,Very High,Female,High,Junior,Sales Executive,Medium,Divorced,5715,7,No,12,Excellent,High,2,8,5,Better,5,4,1,3
388,42,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,517,Medium,Female,High,Entry Level,Laboratory Technician,Low,Divorced,2576,3,No,16,Excellent,Medium,1,8,5,Better,5,2,1,2
389,37,No,Travel_Rarely,Research & Development,10,Masters,Life Sciences,1,518,High,Male,High,Junior,Manufacturing Director,Medium,Single,4197,2,Yes,12,Excellent,Very High,0,18,2,Good,1,0,0,1
390,43,No,Travel_Rarely,Research & Development,12,Bachelors,Life Sciences,1,520,Low,Male,Medium,Manager,Research Director,Medium,Divorced,14336,1,No,11,Excellent,High,1,25,3,Better,25,10,3,9
391,40,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,1,521,Medium,Female,Medium,Junior,Laboratory Technician,High,Married,3448,6,No,22,Outstanding,Medium,1,20,3,Better,1,0,0,0
392,54,No,Travel_Rarely,Research & Development,5,College,Medical,1,522,Low,Male,High,Executive,Research Director,Low,Married,19406,4,No,11,Excellent,High,1,24,4,Good,4,2,1,2
393,34,No,Non-Travel,Sales,4,Masters,Marketing,1,523,High,Female,High,Junior,Sales Executive,High,Married,6538,9,No,15,Excellent,Low,1,6,3,Better,3,2,1,2
394,31,No,Travel_Rarely,Research & Development,7,College,Medical,1,524,Medium,Female,High,Junior,Manufacturing Director,Low,Married,4306,1,No,12,Excellent,Medium,1,13,5,Bad,13,10,3,12
395,43,No,Travel_Frequently,Research & Development,21,Bachelors,Medical,1,525,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,2258,7,No,20,Outstanding,Low,1,8,1,Better,3,2,1,2
396,43,No,Travel_Rarely,Research & Development,8,Masters,Other,1,526,High,Female,High,Junior,Healthcare Representative,High,Divorced,4522,4,Yes,14,Excellent,Very High,0,8,3,Better,5,2,0,2
397,25,No,Travel_Rarely,Sales,4,College,Life Sciences,1,527,Medium,Female,Medium,Junior,Sales Executive,Very High,Single,4487,1,Yes,11,Excellent,Medium,0,5,3,Better,5,4,1,3
398,37,No,Non-Travel,Research & Development,25,Phd,Medical,1,529,Medium,Female,High,Junior,Research Scientist,High,Married,4449,3,Yes,15,Excellent,Low,2,15,2,Better,13,11,10,7
399,31,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,530,Very High,Male,Medium,Entry Level,Laboratory Technician,Low,Married,2218,1,No,12,Excellent,High,1,4,3,Better,4,2,3,2
400,39,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1,531,Medium,Male,High,Executive,Manager,High,Divorced,19197,1,Yes,14,Excellent,High,1,21,3,Better,21,8,1,6
401,56,No,Travel_Frequently,Sales,6,Bachelors,Life Sciences,1,532,High,Female,Very High,Manager,Sales Executive,Low,Married,13212,9,No,11,Excellent,Very High,3,36,0,Good,7,7,7,7
402,30,No,Travel_Rarely,Sales,12,Bachelors,Technical Degree,1,533,Medium,Female,High,Junior,Sales Executive,High,Single,6577,0,No,11,Excellent,Medium,0,6,6,Better,5,4,4,4
403,41,No,Travel_Rarely,Sales,1,Bachelors,Marketing,1,534,Medium,Male,Very High,Senior,Sales Executive,Low,Married,8392,1,No,16,Excellent,High,1,10,2,Better,10,7,0,7
404,28,No,Travel_Rarely,Research & Development,17,College,Medical,1,536,High,Male,High,Junior,Laboratory Technician,Low,Divorced,4558,1,No,12,Excellent,Very High,1,10,2,Better,10,0,1,8
405,25,Yes,Travel_Rarely,Research & Development,3,Bachelors,Medical,1,538,Low,Male,High,Entry Level,Laboratory Technician,Low,Married,4031,5,No,13,Excellent,High,1,6,5,Better,2,2,0,2
406,52,No,Travel_Rarely,Research & Development,3,Bachelors,Medical,1,543,Very High,Male,Medium,Senior,Manufacturing Director,High,Married,7969,2,Yes,14,Excellent,High,0,28,4,Better,5,4,0,4
407,45,No,Travel_Rarely,Research & Development,10,College,Life Sciences,1,544,Low,Male,High,Entry Level,Research Scientist,Very High,Married,2654,3,No,21,Outstanding,Very High,2,8,3,Good,2,2,0,2
408,52,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1,546,Very High,Female,High,Manager,Manager,Very High,Married,16555,2,No,13,Excellent,Very High,0,31,2,Bad,5,2,1,4
409,42,No,Travel_Frequently,Research & Development,29,College,Life Sciences,1,547,Low,Female,High,Junior,Research Scientist,High,Divorced,4556,2,No,11,Excellent,Medium,1,19,3,Better,5,4,0,2
410,30,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,548,High,Female,Low,Junior,Manufacturing Director,Very High,Single,6091,2,No,20,Outstanding,High,0,11,2,Better,5,4,0,2
411,60,No,Travel_Rarely,Research & Development,7,Bachelors,Life Sciences,1,549,Low,Female,High,Executive,Manager,Low,Married,19566,5,No,11,Excellent,Very High,0,33,5,Bad,29,8,11,10
412,46,No,Travel_Rarely,Research & Development,18,Bachelors,Medical,1,550,High,Female,High,Junior,Manufacturing Director,High,Divorced,4810,2,No,14,Excellent,High,1,19,5,Good,10,7,0,8
413,42,No,Travel_Frequently,Research & Development,28,Masters,Technical Degree,1,551,Very High,Female,Medium,Junior,Healthcare Representative,Very High,Married,4523,0,No,11,Excellent,Very High,3,7,4,Best,6,5,0,4
414,24,Yes,Travel_Rarely,Sales,1,Below College,Technical Degree,1,554,Low,Female,High,Entry Level,Sales Representative,Medium,Single,3202,1,Yes,16,Excellent,Medium,0,6,4,Better,5,3,1,4
415,34,Yes,Travel_Frequently,Sales,6,College,Marketing,1,555,Very High,Female,Low,Entry Level,Sales Representative,High,Divorced,2351,0,No,16,Excellent,Very High,1,3,3,Good,2,2,1,0
416,38,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1,556,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,1702,1,Yes,23,Outstanding,High,1,1,3,Better,1,0,0,0
417,40,No,Travel_Rarely,Sales,2,Masters,Life Sciences,1,558,High,Female,High,Executive,Manager,High,Married,18041,0,No,14,Excellent,Very High,0,21,2,Better,20,15,1,12
418,26,No,Travel_Rarely,Research & Development,23,Bachelors,Life Sciences,1,560,Low,Female,High,Entry Level,Research Scientist,Very High,Divorced,2886,1,No,22,Outstanding,Medium,2,3,3,Bad,3,2,0,2
419,30,No,Non-Travel,Research & Development,3,Bachelors,Life Sciences,1,562,High,Male,High,Entry Level,Laboratory Technician,Very High,Married,2097,4,No,15,Excellent,High,1,9,3,Bad,5,3,1,4
420,29,No,Travel_Rarely,Research & Development,3,Masters,Medical,1,564,Medium,Male,Medium,Senior,Research Director,High,Married,11935,1,No,18,Excellent,High,0,10,2,Better,10,2,0,7
421,29,Yes,Travel_Rarely,Research & Development,25,Phd,Technical Degree,1,565,High,Female,Medium,Entry Level,Research Scientist,Medium,Married,2546,5,No,16,Excellent,Medium,0,6,2,Best,2,2,1,1
422,19,Yes,Travel_Rarely,Human Resources,2,College,Technical Degree,1,566,Low,Male,Medium,Entry Level,Human Resources,Very High,Single,2564,1,No,12,Excellent,High,0,1,3,Best,1,0,0,0
423,30,No,Non-Travel,Sales,22,Masters,Other,1,567,High,Female,High,Senior,Sales Executive,Low,Married,8412,0,No,11,Excellent,High,0,10,3,Better,9,8,7,8
424,57,No,Travel_Rarely,Sales,29,Bachelors,Marketing,1,568,Low,Male,Medium,Manager,Manager,Very High,Divorced,14118,3,No,12,Excellent,High,1,32,3,Good,1,0,0,0
425,50,No,Travel_Rarely,Research & Development,29,Masters,Life Sciences,1,569,Medium,Male,Medium,Manager,Manager,High,Married,17046,0,No,15,Excellent,Medium,1,28,2,Better,27,10,15,7
426,30,No,Non-Travel,Research & Development,2,Bachelors,Medical,1,571,High,Female,High,Entry Level,Laboratory Technician,Very High,Single,2564,0,No,14,Excellent,High,0,12,2,Good,11,7,6,7
427,60,No,Travel_Frequently,Sales,28,Bachelors,Marketing,1,573,High,Female,Medium,Senior,Sales Executive,Low,Married,10266,4,No,19,Excellent,Very High,0,22,5,Best,18,13,13,11
428,47,No,Travel_Rarely,Research & Development,2,College,Medical,1,574,Low,Female,High,Junior,Manufacturing Director,Very High,Divorced,5070,5,No,13,Excellent,High,3,20,2,Better,5,0,0,4
429,46,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,575,Low,Male,High,Manager,Research Director,High,Married,17861,6,No,13,Excellent,High,0,26,2,Bad,3,2,0,1
430,35,No,Travel_Rarely,Research & Development,22,Bachelors,Life Sciences,1,577,Very High,Male,Low,Entry Level,Laboratory Technician,High,Single,4230,0,No,15,Excellent,High,0,6,2,Better,5,4,4,3
431,54,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,1,578,High,Female,High,Junior,Laboratory Technician,High,Single,3780,7,No,11,Excellent,High,0,19,3,Better,1,0,0,0
432,34,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,579,Very High,Male,Medium,Entry Level,Research Scientist,High,Divorced,2768,3,No,12,Excellent,High,1,14,3,Better,7,3,5,7
433,46,No,Travel_Rarely,Sales,10,Bachelors,Marketing,1,580,High,Female,Medium,Senior,Sales Executive,Very High,Married,9071,2,Yes,19,Excellent,High,1,15,3,Better,3,2,1,2
434,31,No,Travel_Rarely,Research & Development,9,Below College,Life Sciences,1,581,High,Male,High,Senior,Manufacturing Director,Medium,Divorced,10648,1,No,25,Outstanding,Very High,1,13,6,Best,13,8,0,8
435,33,Yes,Travel_Rarely,Research & Development,15,Below College,Medical,1,582,Medium,Male,High,Senior,Manager,High,Married,13610,7,Yes,12,Excellent,Very High,0,15,2,Best,7,6,7,7
436,33,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,1,584,Low,Male,Low,Entry Level,Laboratory Technician,Very High,Divorced,3408,7,No,13,Excellent,Low,3,8,2,Better,4,3,1,3
437,30,No,Travel_Rarely,Sales,7,Below College,Marketing,1,585,Very High,Male,High,Entry Level,Sales Representative,Medium,Single,2983,0,No,14,Excellent,Low,0,4,3,Better,3,2,1,2
438,35,No,Travel_Rarely,Research & Development,16,Bachelors,Life Sciences,1,586,Very High,Male,High,Senior,Healthcare Representative,High,Married,7632,4,Yes,12,Excellent,High,0,10,2,Better,8,7,0,0
439,31,Yes,Travel_Frequently,Research & Development,20,Bachelors,Life Sciences,1,587,Low,Male,High,Senior,Healthcare Representative,High,Married,9824,3,No,12,Excellent,Low,0,12,2,Better,1,0,0,0
440,34,Yes,Travel_Frequently,Human Resources,23,Bachelors,Human Resources,1,590,Medium,Female,High,Senior,Human Resources,Low,Divorced,9950,9,Yes,15,Excellent,High,3,11,2,Better,3,2,0,2
441,42,No,Travel_Frequently,Research & Development,5,College,Other,1,591,Medium,Male,High,Entry Level,Laboratory Technician,High,Married,2093,4,No,17,Excellent,Very High,1,8,4,Better,2,2,2,0
442,36,No,Non-Travel,Sales,10,Masters,Medical,1,592,Medium,Male,High,Senior,Sales Executive,Very High,Single,9980,1,No,14,Excellent,Very High,0,10,3,Good,10,3,9,7
443,22,Yes,Travel_Frequently,Research & Development,4,Below College,Technical Degree,1,593,High,Male,Medium,Entry Level,Laboratory Technician,High,Single,3894,5,No,16,Excellent,High,0,4,3,Better,2,2,1,2
444,48,No,Travel_Rarely,Sales,2,Phd,Marketing,1,595,Medium,Female,High,Junior,Sales Executive,Very High,Married,4051,2,No,14,Excellent,Low,1,14,2,Better,9,7,6,7
445,55,No,Travel_Rarely,Sales,18,Phd,Life Sciences,1,597,Low,Female,High,Manager,Manager,Medium,Single,16835,3,No,23,Outstanding,Very High,0,37,2,Better,10,9,7,7
446,41,No,Non-Travel,Sales,10,College,Life Sciences,1,599,Very High,Male,High,Junior,Sales Executive,Very High,Single,6230,7,No,14,Excellent,Very High,0,16,3,Better,14,3,1,10
447,35,No,Travel_Rarely,Sales,1,Bachelors,Marketing,1,600,Medium,Male,High,Junior,Sales Executive,High,Married,4717,9,No,11,Excellent,High,0,15,2,Better,11,9,6,9
448,40,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,601,Medium,Female,High,Manager,Manufacturing Director,High,Single,13237,7,No,15,Excellent,High,0,22,3,Better,20,6,5,13
449,39,No,Travel_Frequently,Research & Development,8,Below College,Life Sciences,1,602,High,Female,High,Entry Level,Laboratory Technician,High,Married,3755,1,No,11,Excellent,Low,1,8,3,Better,8,3,0,7
450,31,No,Travel_Rarely,Sales,2,Below College,Life Sciences,1,604,Medium,Male,High,Junior,Sales Executive,Very High,Single,6582,4,Yes,13,Excellent,High,0,10,2,Best,6,5,0,5
451,42,No,Travel_Rarely,Research & Development,24,Bachelors,Medical,1,605,Very High,Male,High,Senior,Manufacturing Director,Low,Married,7406,1,Yes,21,Outstanding,Very High,1,10,5,Good,10,9,5,8
452,45,No,Travel_Rarely,Sales,2,Bachelors,Other,1,606,Very High,Male,High,Junior,Sales Executive,Medium,Married,4805,0,No,19,Excellent,Medium,1,9,3,Best,8,7,3,7
453,26,Yes,Travel_Frequently,Human Resources,17,Masters,Life Sciences,1,608,Medium,Female,High,Entry Level,Human Resources,High,Divorced,2741,0,Yes,11,Excellent,Medium,1,8,2,Good,7,7,1,0
454,29,No,Travel_Rarely,Research & Development,19,Bachelors,Technical Degree,1,611,Very High,Male,High,Junior,Manufacturing Director,Very High,Divorced,4262,4,No,12,Excellent,Medium,2,8,2,Best,3,2,1,2
455,33,No,Travel_Rarely,Research & Development,1,Phd,Medical,1,612,Low,Female,Very High,Manager,Research Director,High,Divorced,16184,4,No,19,Excellent,High,1,10,2,Better,6,1,0,5
456,31,No,Travel_Rarely,Sales,7,Bachelors,Life Sciences,1,613,High,Male,Medium,Senior,Manager,Very High,Divorced,11557,9,No,21,Outstanding,High,1,10,3,Good,5,4,0,1
457,18,Yes,Travel_Frequently,Sales,5,Bachelors,Marketing,1,614,Medium,Male,High,Entry Level,Sales Representative,Medium,Single,1878,1,Yes,14,Excellent,Very High,0,0,3,Better,0,0,0,0
458,40,No,Non-Travel,Sales,28,Bachelors,Other,1,615,High,Male,Low,Senior,Sales Executive,Low,Divorced,10932,3,No,15,Excellent,High,1,20,2,Better,1,0,0,1
459,41,No,Non-Travel,Research & Development,2,Masters,Other,1,616,Low,Female,Medium,Junior,Healthcare Representative,High,Single,6811,2,Yes,17,Excellent,Low,0,10,3,Better,8,7,0,7
460,26,No,Travel_Rarely,Sales,29,College,Medical,1,618,Low,Male,High,Junior,Sales Executive,High,Divorced,4306,5,No,12,Excellent,Low,2,8,5,Better,0,0,0,0
461,35,No,Travel_Rarely,Sales,1,Bachelors,Medical,1,620,Low,Female,High,Junior,Sales Executive,High,Single,4859,1,No,16,Excellent,Very High,0,5,3,Better,5,4,0,3
462,34,No,Travel_Rarely,Sales,21,Masters,Life Sciences,1,621,Very High,Male,Very High,Junior,Sales Executive,Very High,Single,5337,1,No,12,Excellent,Very High,0,10,3,Better,10,7,5,7
463,26,Yes,Travel_Rarely,Research & Development,24,Bachelors,Technical Degree,1,622,High,Male,Low,Entry Level,Laboratory Technician,Very High,Single,2340,1,Yes,18,Excellent,Medium,0,1,3,Bad,1,0,0,0
464,37,No,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,1,623,Medium,Female,High,Senior,Manufacturing Director,Very High,Single,7491,4,No,17,Excellent,Very High,0,12,3,Best,6,5,1,2
465,46,No,Travel_Frequently,Research & Development,18,Below College,Medical,1,624,Low,Female,High,Senior,Healthcare Representative,High,Married,10527,5,No,11,Excellent,Very High,0,28,3,Good,2,2,1,2
466,41,No,Travel_Rarely,Sales,2,Phd,Life Sciences,1,625,Medium,Female,High,Manager,Manager,Low,Married,16595,7,No,16,Excellent,Medium,1,22,2,Better,18,16,11,8
467,37,No,Non-Travel,Sales,9,Masters,Medical,1,626,Low,Male,High,Senior,Sales Executive,Medium,Divorced,8834,1,No,13,Excellent,Very High,1,9,6,Better,9,5,7,7
468,52,No,Travel_Rarely,Research & Development,6,College,Technical Degree,1,630,Very High,Male,High,Junior,Research Scientist,Low,Divorced,5577,3,Yes,12,Excellent,Medium,2,18,3,Better,10,9,6,9
469,32,Yes,Non-Travel,Sales,11,Masters,Other,1,631,Very High,Male,Very High,Junior,Sales Executive,High,Married,4707,8,No,12,Excellent,Very High,0,6,2,Better,4,2,1,2
470,24,No,Travel_Frequently,Sales,24,Bachelors,Medical,1,632,Very High,Male,High,Entry Level,Sales Representative,Very High,Married,2400,0,No,13,Excellent,High,2,3,3,Better,2,2,2,1
471,38,No,Travel_Rarely,Research & Development,10,Bachelors,Medical,1,634,High,Female,High,Junior,Healthcare Representative,High,Married,9824,3,No,19,Excellent,High,1,18,4,Better,1,0,0,0
472,37,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,635,Medium,Female,High,Junior,Manufacturing Director,Medium,Married,6447,6,No,12,Excellent,Medium,1,8,2,Good,6,5,4,3
473,49,No,Travel_Rarely,Research & Development,18,Masters,Life Sciences,1,638,Very High,Male,Medium,Executive,Research Director,High,Divorced,19502,1,Yes,17,Excellent,High,1,31,5,Better,31,9,0,9
474,24,No,Travel_Rarely,Research & Development,23,Bachelors,Medical,1,639,Medium,Male,Very High,Entry Level,Research Scientist,Very High,Married,2725,1,Yes,11,Excellent,Medium,2,6,3,Better,6,5,1,4
475,26,No,Travel_Rarely,Sales,28,College,Marketing,1,641,Low,Male,High,Junior,Sales Executive,Medium,Married,6272,1,No,20,Outstanding,Very High,2,6,5,Best,5,3,1,4
476,24,No,Travel_Rarely,Research & Development,17,College,Other,1,643,Very High,Male,Medium,Entry Level,Laboratory Technician,Medium,Married,2127,1,No,21,Outstanding,Very High,1,1,2,Better,1,0,0,0
477,50,No,Travel_Frequently,Human Resources,3,Bachelors,Medical,1,644,Low,Male,High,Executive,Manager,Medium,Married,18200,1,No,11,Excellent,High,1,32,2,Better,32,5,10,7
478,25,No,Travel_Rarely,Sales,13,Below College,Medical,1,645,Medium,Male,High,Entry Level,Sales Representative,High,Married,2096,1,No,11,Excellent,High,0,7,1,Better,7,4,0,6
479,24,Yes,Travel_Frequently,Research & Development,7,Bachelors,Life Sciences,1,647,Low,Female,High,Entry Level,Laboratory Technician,High,Married,2886,1,Yes,16,Excellent,Very High,1,6,4,Better,6,3,1,2
480,30,Yes,Travel_Frequently,Sales,12,Masters,Life Sciences,1,648,Medium,Male,Medium,Entry Level,Sales Representative,Low,Married,2033,1,No,18,Excellent,High,1,1,2,Best,1,0,0,0
481,34,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,649,Medium,Male,Medium,Entry Level,Research Scientist,Very High,Married,3622,1,Yes,13,Excellent,Very High,1,6,3,Better,6,5,1,3
482,31,Yes,Travel_Rarely,Sales,13,Masters,Medical,1,650,Medium,Male,High,Junior,Sales Executive,Low,Divorced,4233,2,No,17,Excellent,High,0,9,2,Bad,3,1,1,2
483,35,No,Travel_Rarely,Research & Development,25,College,Other,1,652,Low,Male,Medium,Junior,Laboratory Technician,Very High,Single,3681,4,No,14,Excellent,Very High,0,9,3,Better,3,2,0,2
484,31,No,Travel_Rarely,Sales,6,Masters,Medical,1,653,Low,Male,Very High,Junior,Sales Executive,Very High,Divorced,5460,4,No,22,Outstanding,Very High,2,13,4,Best,7,7,5,7
485,27,No,Travel_Rarely,Research & Development,6,Masters,Medical,1,655,Low,Female,Medium,Entry Level,Research Scientist,High,Divorced,2187,0,No,12,Excellent,High,2,6,5,Good,5,3,0,3
486,37,No,Travel_Rarely,Sales,2,Bachelors,Marketing,1,656,Very High,Male,High,Junior,Sales Executive,High,Married,9602,4,Yes,11,Excellent,High,1,17,3,Good,3,0,1,0
487,20,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,657,Very High,Female,Medium,Entry Level,Research Scientist,Medium,Single,2836,1,No,13,Excellent,Very High,0,1,0,Best,1,0,0,0
488,42,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,659,High,Female,High,Junior,Healthcare Representative,Very High,Married,4089,1,No,13,Excellent,Medium,2,10,4,Better,10,2,2,2
489,43,No,Travel_Rarely,Research & Development,6,Masters,Other,1,661,Medium,Male,Medium,Manager,Research Director,Very High,Divorced,16627,4,Yes,14,Excellent,High,1,21,3,Good,1,0,0,0
490,38,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,1,662,High,Female,High,Entry Level,Research Scientist,Low,Single,2619,3,No,17,Excellent,Very High,0,8,3,Good,0,0,0,0
491,43,No,Travel_Frequently,Research & Development,9,Phd,Medical,1,663,Very High,Male,High,Junior,Laboratory Technician,High,Divorced,5679,3,Yes,13,Excellent,Medium,1,10,3,Better,8,7,4,7
492,48,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,664,Very High,Female,Medium,Manager,Manager,Low,Married,15402,7,No,11,Excellent,Low,1,21,3,Bad,3,2,0,2
493,44,No,Travel_Rarely,Human Resources,1,Masters,Life Sciences,1,665,Low,Female,Medium,Junior,Human Resources,High,Single,5985,4,No,11,Excellent,Medium,0,10,1,Best,2,2,0,2
494,34,No,Travel_Rarely,Sales,14,Bachelors,Technical Degree,1,666,High,Female,High,Entry Level,Sales Representative,High,Divorced,2579,1,Yes,18,Excellent,Very High,2,8,3,Better,8,2,0,6
495,27,Yes,Travel_Rarely,Sales,2,Below College,Marketing,1,667,High,Male,High,Entry Level,Sales Representative,Low,Divorced,3041,0,No,11,Excellent,Medium,1,5,3,Better,4,3,0,2
496,21,No,Travel_Rarely,Sales,22,Below College,Technical Degree,1,669,High,Male,High,Entry Level,Sales Representative,High,Single,3447,1,No,11,Excellent,High,0,3,2,Better,3,2,1,2
497,44,No,Travel_Rarely,Research & Development,3,Masters,Other,1,671,Very High,Male,High,Executive,Manager,Very High,Married,19513,4,Yes,12,Excellent,Low,1,26,2,Best,2,2,0,1
498,22,No,Travel_Rarely,Research & Development,6,Below College,Medical,1,675,Low,Male,High,Entry Level,Research Scientist,High,Married,2773,0,No,20,Outstanding,Very High,0,3,3,Better,2,2,2,2
499,33,No,Travel_Rarely,Sales,8,Masters,Marketing,1,677,High,Male,High,Junior,Sales Executive,High,Divorced,7104,0,No,12,Excellent,Very High,0,6,3,Better,5,0,1,2
500,32,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,679,Low,Female,High,Junior,Research Scientist,Very High,Married,6322,1,Yes,12,Excellent,Very High,1,6,2,Good,6,4,0,5
501,30,No,Travel_Frequently,Research & Development,3,Bachelors,Medical,1,680,High,Female,High,Entry Level,Research Scientist,High,Divorced,2083,1,No,20,Outstanding,High,1,1,2,Better,1,0,0,0
502,53,No,Travel_Rarely,Sales,1,Below College,Medical,1,682,Very High,Female,High,Junior,Sales Executive,Low,Single,8381,7,No,20,Outstanding,Very High,0,18,2,Best,14,7,8,10
503,34,No,Travel_Rarely,Research & Development,1,Phd,Life Sciences,1,683,Medium,Male,High,Entry Level,Research Scientist,Very High,Married,2691,1,No,12,Excellent,Very High,1,10,4,Good,10,9,8,8
504,45,Yes,Travel_Frequently,Sales,26,Masters,Life Sciences,1,684,Low,Female,High,Junior,Sales Executive,Low,Married,4286,2,No,14,Excellent,Very High,2,5,4,Better,1,1,0,0
505,26,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,686,High,Female,High,Entry Level,Laboratory Technician,Very High,Married,2659,1,Yes,13,Excellent,High,1,3,2,Better,3,2,0,2
506,37,No,Travel_Rarely,Research & Development,3,Bachelors,Other,1,689,High,Male,High,Senior,Manufacturing Director,High,Married,9434,1,No,15,Excellent,High,1,10,2,Better,10,7,7,8
507,29,No,Travel_Rarely,Sales,3,College,Medical,1,690,Medium,Female,High,Junior,Sales Executive,High,Married,5561,1,No,14,Excellent,Low,1,6,5,Good,6,0,1,2
